,gender,Near_Location,Partner,Promo_friends,Phone,Contract_period,Group_visits,Age,Avg_additional_charges_total,Month_to_end_contract,Lifetime,Avg_class_frequency_total,Avg_class_frequency_current_month,Churn
729,True,True,False,False,True,12,True,36,254.9954272657001,12.0,10,2.7990327599621905,2.7987929260611737,False
730,False,True,True,False,False,1,False,29,5.283815422620152,1.0,22,3.4804281396568246,3.5342519596957462,False
731,True,True,True,False,True,12,True,34,244.8518468221684,9.0,4,1.2189445529569505,1.2494314685648569,False
732,False,True,False,False,True,1,False,25,169.98932027731323,1.0,2,2.1989685594339843,0.6491212107219615,True
733,True,True,True,False,True,6,False,26,86.27952309859894,6.0,6,1.4207127145707776,1.5067365743736667,False
734,True,True,True,False,True,12,False,34,177.86782208879947,12.0,2,2.931142659587903,2.8225989029252805,False
735,False,True,False,False,True,1,True,33,96.93117512897362,1.0,2,2.4803252375059737,2.541884559950286,False
736,True,True,True,True,True,1,False,28,158.87271337677475,1.0,2,0.8252409762450892,0.7497398032722988,False
737,False,True,True,False,False,1,True,32,89.95276171319601,1.0,7,2.308605718088625,2.377754544719246,False
738,True,True,False,False,True,1,False,25,183.82070522776257,1.0,6,1.8176823033523737,1.91150296924384,False
739,False,True,False,True,True,12,True,30,76.16745242463945,7.0,5,1.6076304152047132,1.80889273099354,False
740,False,False,True,False,True,6,False,30,56.21319796478779,6.0,2,1.422834692346184,1.3665458896824343,False
741,True,True,True,True,True,6,True,28,129.78560971994938,6.0,1,4.083599416174741,3.8743812550213903,False
742,False,True,False,False,True,6,True,33,93.52435609491522,6.0,4,1.5058453203622957,1.5489735296352145,False
743,True,True,True,False,True,1,False,27,227.4858691725933,1.0,1,3.1132393925875346,3.1573700494745065,False
744,False,True,False,False,True,1,False,28,262.7072860121793,1.0,2,1.7555765227339788,1.8916972162127783,False
745,True,True,True,False,True,6,False,27,72.22102474436066,6.0,7,0.3783648405239004,0.2839368314234153,False
746,True,True,True,False,False,12,False,30,261.5913053842692,12.0,1,0.9898055069913192,0.8350603982864029,False
747,True,True,True,True,False,12,True,33,217.748337067558,12.0,9,1.593358862233901,1.3951887151931082,False
748,False,True,False,True,True,1,False,26,128.00009056951254,1.0,2,1.2818883631387958,0.7678127902504556,True
749,True,True,False,False,True,1,False,24,186.6388437353501,1.0,1,1.4070508103827626,0.1513989604501877,True
750,False,True,True,True,True,6,True,28,277.04987552168745,6.0,3,4.257105604047747,4.131955154349855,False
751,True,True,True,True,True,1,False,31,11.485170350947234,1.0,1,1.1599672993796355,1.1750893120699577,False
752,True,False,True,False,True,6,True,27,18.274197380167124,6.0,3,0.4166628986192724,0.2389522853306658,False
753,False,False,False,False,False,1,False,29,45.43535128443701,1.0,0,1.8336058829288504,0.4821728966204151,True
754,True,True,False,False,True,1,True,33,0.5105450971712742,1.0,3,2.3289375274908584,2.442888242521108,False
755,False,True,False,False,True,1,False,29,128.66448203926282,1.0,1,3.450939798635024,3.3746650946257457,False
756,False,True,False,False,True,1,False,30,52.87123413334648,1.0,0,0.0,0.0032735656800802,False
757,False,True,False,True,False,6,True,37,215.78690470073505,4.0,4,1.9539302487023265,1.9183866848424616,False
758,True,True,False,False,True,12,True,31,170.0277071219676,9.0,2,3.7237565582282457,3.689264693443527,False
759,True,False,True,False,True,1,False,24,61.48417154719664,1.0,3,0.0,0.0,False
760,False,True,False,False,True,1,False,26,202.8444509944892,1.0,1,1.9772006998499336,1.8463724584625405,True
761,False,True,False,False,True,1,True,27,472.318896556732,1.0,5,3.5474896681039403,3.7551304155004352,False
762,False,False,False,False,True,1,False,29,20.530951465039934,1.0,3,2.5524729967452005,2.207116805236753,True
763,True,True,True,False,True,6,False,30,79.49454486500572,2.0,3,2.9815306437090374,3.035320410357959,False
764,True,True,False,False,True,1,True,27,172.210086518131,1.0,2,1.0564676987735293,0.9607060727782896,False
765,False,True,False,False,True,12,False,22,39.36639938559591,12.0,11,2.6082209299375907,2.8209536690072268,False
766,False,True,False,True,True,1,False,29,243.3655275450069,1.0,7,2.4314095828157205,2.2842965235088903,False
767,True,True,False,False,True,6,True,32,134.41062780218903,6.0,3,3.8293463548060696,3.687757679263016,False
768,False,True,False,False,True,1,False,27,40.14440798448394,1.0,1,1.1387524129064124,0.5211574631612929,True
769,True,True,False,False,True,1,False,26,26.670860744755263,1.0,0,1.8988527183253296,0.9367417244602064,True
770,True,True,False,False,True,1,False,31,67.94894197747135,1.0,2,1.1141274597008342,1.136692543430251,False
771,True,True,True,False,True,12,True,31,63.48683114013944,12.0,2,2.7562246449955827,2.8079761713251163,False
772,False,True,False,False,False,1,True,30,122.00138968162616,1.0,0,0.5789599685146078,0.0,True
773,False,False,False,False,True,12,True,28,6.196235627475687,9.0,2,1.4035752329556015,1.412544976810458,False
774,False,True,True,True,True,1,True,30,210.99541233456227,1.0,6,3.1807245400449338,3.19209474221062,False
775,True,True,False,False,False,1,True,31,208.4270551589004,1.0,4,2.273497754607903,2.29580323691232,False
776,True,True,True,False,True,6,True,30,249.4580465323491,6.0,14,3.5839236737841365,3.612875726791279,False
777,False,False,True,False,True,1,True,25,212.7489069713164,1.0,3,2.0034423829956856,1.8885112940911648,False
778,False,False,False,False,True,1,False,26,2.0295612241212098,1.0,1,0.2410998682805769,0.0,True
779,True,True,True,True,True,1,True,29,99.18427230799956,1.0,4,3.713576094085624,3.742706073154897,False
780,False,True,False,True,True,1,False,21,164.37422655965003,1.0,0,1.683058891855202,0.8726920068794659,True
781,False,True,True,True,True,6,False,25,307.159369500642,5.0,5,2.9844669062940143,3.168989639254498,False
782,True,True,False,False,True,12,True,31,94.3816303609772,12.0,5,3.316073434571788,3.4648469102046904,False
783,False,True,False,False,True,6,True,31,216.65923057270305,6.0,2,4.2762954968441385,4.261644633915242,False
784,False,True,True,False,False,6,True,33,6.506291216570383,5.0,10,1.2824813436338272,1.235841433914492,False
785,True,False,False,False,True,1,False,20,117.76592211390852,1.0,2,0.8974634388858421,0.0127942747777363,True
786,True,True,False,False,True,6,False,32,138.2230764311242,6.0,5,2.6038982837595506,2.459854034357005,False
787,False,True,False,False,True,1,False,29,47.96709630912255,1.0,0,2.3859709840255485,3.086021343954372,True
788,False,True,True,True,False,6,False,34,16.97882303488592,5.0,8,1.3568498361180197,1.311277520873004,False
789,False,True,False,False,True,1,False,30,135.3223058118352,1.0,1,1.1945970010789142,1.3535364840377828,False
790,True,True,True,True,True,6,True,32,49.84918936484681,6.0,0,2.337640904529974,2.3276878069234583,False
791,True,True,False,False,True,6,False,26,309.77512913853843,6.0,3,2.6381954916261354,2.7069089031476823,False
792,False,True,False,False,True,1,False,30,303.07861592198725,1.0,7,1.4504628702460058,1.4856421606648147,False
793,True,True,False,False,True,1,False,23,91.59726955504844,1.0,0,2.0821102175729083,1.9331504647460604,True
794,True,True,False,False,True,6,False,28,280.1645328953488,6.0,0,0.6376470136228051,0.4383906511179349,True
795,False,True,True,False,True,12,False,29,173.70335930299217,12.0,5,1.9648152577785805,1.945825779531037,False
796,False,True,True,True,True,1,True,30,85.90341301051356,1.0,3,1.8751769543820225,1.939111783649311,False
797,False,True,False,False,True,1,True,27,88.26704378743122,1.0,3,1.3606362844728082,1.2969163929508027,False
798,False,True,True,False,True,12,True,38,76.99472205724037,12.0,13,0.4796783927772217,0.3415933159650753,False
799,True,False,True,False,True,1,False,25,145.74255064230698,1.0,0,1.558681127703858,1.844258521105908,True
800,True,False,False,False,True,1,True,24,103.83523560341072,1.0,0,0.8708652718383987,0.9338692791433778,True
801,False,True,False,False,True,1,True,25,120.5039509846644,1.0,6,2.2558773878532725,2.125691162273752,False
802,False,False,False,False,True,1,True,23,220.2275977649184,1.0,2,2.5880506815542192,3.0339358036482125,True
803,True,False,False,False,True,1,True,23,125.35134141182924,1.0,1,1.5704691480347972,1.2935568518618563,True
804,True,True,True,True,True,6,False,32,169.7074136689757,4.0,6,2.023172096964662,2.0417783461813146,False
805,False,False,False,False,True,1,False,29,147.43538881641345,1.0,2,3.005823971877009,2.951396674691835,False
806,True,True,False,False,True,1,False,23,215.9300032029624,1.0,4,1.2839452903999964,0.5998890823237302,True
807,False,True,False,False,True,1,True,30,129.22345793222684,1.0,5,1.826115229769628,1.769320220389926,False
808,False,True,False,False,True,1,False,35,224.019816887839,1.0,3,4.214105922988947,4.433794493248468,False
809,False,True,False,False,False,1,False,28,214.3299564687268,1.0,14,3.700020247571967,3.610445142471992,False
810,False,True,True,True,True,6,False,27,408.6582348950506,6.0,2,2.791263738117732,2.7006597296760595,False
811,False,True,False,False,True,1,True,23,30.40974910851543,1.0,2,2.3781225171046145,2.784798863156841,True
812,False,True,False,False,True,1,False,30,131.66258939549428,1.0,6,1.6059767062098045,1.6581963643748856,False
813,True,True,True,True,True,6,True,34,115.8692419392405,4.0,9,0.6524742996782606,0.5706731218986523,False
814,False,True,True,True,True,12,False,31,179.13493986172747,11.0,3,0.6614395566055016,0.7273466389619104,False
815,False,True,True,True,True,6,True,26,227.77347779311745,6.0,3,2.6540110227062272,2.6895879706191934,False
816,False,True,False,False,True,1,True,30,140.14766368853924,1.0,0,0.8558954504292726,0.1053812291462872,True
817,True,True,False,False,True,1,False,28,244.16602722539417,1.0,4,2.7409530009477634,2.6811469195397644,False
818,False,False,True,False,True,12,False,29,282.2401301549674,12.0,3,1.2772048267458491,1.4024377599165363,False
819,True,False,True,False,True,1,False,33,93.77860345256892,1.0,3,1.4268087984908029,1.422600935295218,False
820,False,True,False,False,True,1,False,25,1.2576737792886092,1.0,1,2.0641721878861667,1.468765694002002,True
821,True,True,False,False,True,1,False,30,98.70957181094086,1.0,1,2.443442154960118,2.4484950720874705,False
822,False,True,True,True,True,1,True,29,460.9040079782911,1.0,10,3.157763830742128,3.154869258110422,False
823,False,True,True,False,True,1,False,31,331.56729595179263,1.0,6,0.686940687080434,0.605373823889181,False
824,True,True,True,False,True,1,True,33,162.89088239091882,1.0,12,0.4561128706588835,0.5470414695762911,False
825,False,True,False,False,True,12,False,31,29.197318313049017,10.0,7,2.1714965828171446,2.3392263285214434,False
826,True,False,False,False,True,1,False,32,212.54445404820285,1.0,4,2.3675500304360595,2.258848932194868,False
827,False,True,True,True,True,1,False,28,266.10583581974856,1.0,12,1.5499839207518444,1.6321468810941746,False
828,True,False,True,False,True,1,False,29,193.10612524700304,1.0,0,1.4349759313250274,0.3565246944934275,True
829,False,False,False,False,True,1,False,30,32.64928000044888,1.0,0,2.1826540142142754,1.821093306086528,True
830,True,True,False,False,True,1,False,27,76.46404326884523,1.0,0,2.0543446345280763,1.4551716324623465,True
831,False,True,True,True,False,12,True,26,26.83992581583405,12.0,5,0.2209687025083102,0.2884503048820689,False
832,False,True,True,False,True,1,False,35,104.26260229551264,1.0,5,1.4657692849940442,1.5509000887467677,False
833,False,True,False,False,True,1,False,26,109.52217868305868,1.0,1,1.320456954427954,0.519919082681087,True
834,False,True,False,False,True,1,True,31,126.36051542860564,1.0,6,2.2118589041239924,2.27730932408688,False
835,False,False,False,False,False,1,False,31,139.6654565104351,1.0,3,2.1041850448970907,2.144783877291617,False
836,True,True,False,False,True,6,True,33,167.5902863717333,6.0,2,3.199802006594987,3.0562606790859626,False
837,False,True,True,False,True,1,False,27,109.89239360465638,1.0,5,3.688624425541181,3.6692050601691504,False
838,False,True,False,False,True,1,False,30,108.81046040220345,1.0,1,1.478378998850454,1.6991286907006424,True
839,False,True,True,True,True,12,False,32,137.84714667152315,11.0,3,2.234327532539274,2.176055678280251,False
840,True,False,True,True,False,1,True,26,179.27501917707423,1.0,1,2.662378907003581,1.5975996924456313,True
841,True,False,False,False,True,1,False,34,190.10267111553745,1.0,4,2.2443212740927225,2.1794234999360658,False
842,True,True,True,True,True,1,True,35,126.8208182148902,1.0,4,2.1089127762124384,1.941381958286492,False
843,False,True,False,False,True,1,True,34,244.28410645788347,1.0,2,3.0881050034251807,3.0230964188130733,False
844,False,True,True,False,True,6,False,31,206.76280950792443,6.0,3,0.861286158051908,0.8075379677465921,False
845,False,True,False,False,True,6,False,28,134.9747944059709,5.0,0,1.3243226041155314,1.3360120607850874,False
846,False,False,False,False,True,1,False,30,155.0252109409992,1.0,3,1.0321627151230204,0.9434241983951036,False
847,False,True,False,False,True,6,True,30,184.7230306346789,6.0,8,2.532587238742805,2.6248640801791296,False
848,False,True,False,False,True,1,True,25,173.26168125060485,1.0,1,1.139817177621413,1.106280108055104,False
849,False,True,False,False,True,1,False,25,266.29355491675807,1.0,0,1.4941518943831251,1.7233180067396547,True
850,True,True,False,False,True,1,False,26,134.6994102859598,1.0,2,1.0107677611735313,1.5055284156238005,True
851,True,True,False,False,True,1,False,33,191.9469992774933,1.0,3,2.5093917901743685,2.3480564587743977,False
852,False,True,True,True,True,12,True,24,92.46848374990678,12.0,0,1.3865635741603093,1.4090454489746551,False
853,True,False,False,False,True,1,False,33,80.52141252423884,1.0,3,0.9507303754121228,0.7818238209388545,True
854,True,True,True,False,True,12,True,31,69.31928874091552,12.0,3,1.1161973017924498,1.1848615709919357,False
855,False,True,True,True,True,6,True,28,4.74975346205413,6.0,3,2.5980428128998807,2.4537662244815817,False
856,False,True,True,True,False,1,True,27,62.17956217779064,1.0,0,1.3274270688596066,0.2496891080314742,True
857,False,False,False,False,True,1,True,31,93.6076108400538,1.0,6,3.91425566850796,3.961001939212495,False
858,True,True,False,False,True,12,True,27,22.46025434449272,12.0,1,1.233144234754883,1.459644012339164,False
859,False,True,False,False,True,1,False,26,189.31685441469008,1.0,1,2.0254047188343445,1.7563205846258458,True
860,False,True,False,False,False,1,False,28,33.592863094456895,1.0,1,1.3688996572838,1.4197378028047676,True
861,False,False,False,False,False,1,False,26,6.333391056508546,1.0,0,0.9314176625099636,0.3792345793336392,True
862,True,True,False,False,True,1,False,34,445.9545267635789,1.0,1,1.872358661163752,1.892621194180324,False
863,True,False,False,False,False,1,False,27,10.847254901193011,1.0,0,1.6008926765867404,1.6091730010598668,True
864,True,False,True,False,True,1,False,28,191.71814435323867,1.0,9,2.350243736081786,2.2185181567678045,False
865,False,True,True,True,False,12,True,33,347.5647591804475,12.0,1,0.0549500673658516,0.1592912316532215,False
866,False,True,False,False,True,6,False,31,260.22289730502393,6.0,3,1.4507550623461498,0.8119410721503916,True
867,False,True,True,False,True,12,False,30,188.66946574512315,12.0,2,2.414795979509857,2.36844631660273,False
868,True,True,False,False,False,1,False,28,104.55001837237012,1.0,6,2.0738132693068825,2.1554377662402366,False
869,False,True,True,False,True,1,False,27,151.00606961620932,1.0,1,1.0266296359594518,1.3688846082816255,True
870,False,True,False,False,True,1,True,32,67.58777453164369,1.0,4,1.216622154122759,1.3338633380954563,False
871,True,True,False,False,True,6,True,31,263.4142856906876,4.0,1,1.2589934649680077,1.3147775977239282,False
872,True,True,True,False,True,12,False,27,38.70370109600368,12.0,6,2.3046834580202145,2.3817760260228846,False
873,False,False,True,True,True,1,True,24,118.40308982770752,1.0,0,1.4468573987212747,0.97718771276603,True
874,False,True,False,False,True,12,False,32,175.31659286981582,11.0,3,3.1666952862610955,3.0711299808864645,False
875,True,True,False,False,True,1,False,29,49.09945187539921,1.0,6,2.63184265992026,2.6562693120703464,False
876,False,True,True,True,True,6,False,31,248.3569549742783,6.0,1,2.125058411766723,2.0514801989395166,True
877,False,True,True,True,True,6,True,27,74.5631273483407,6.0,5,3.4954265543892302,3.4931849732566915,False
878,False,False,False,False,True,1,False,31,49.8424766234962,1.0,2,2.4087710730551346,1.6788351639373058,True
879,True,True,False,False,True,1,False,26,132.30582257215093,1.0,0,0.7446546336657343,0.3663267973599255,True
880,True,True,False,False,True,1,False,27,223.0770265134266,1.0,1,3.47442826887,3.5814259790832588,False
881,True,False,False,False,True,1,False,28,134.02379452066302,1.0,1,3.1692569894410085,3.0768602923531723,True
882,False,True,True,True,True,6,True,23,35.276584810343046,5.0,6,1.811854797371715,1.837657496395288,False
883,True,True,True,True,True,6,False,25,150.8785117260243,6.0,3,1.5253391835073793,1.5464526417447044,False
884,True,True,False,False,True,1,True,28,202.8695714953415,1.0,1,1.3255571086378608,1.323743796344128,False
885,False,True,True,True,True,12,True,28,228.29636455793764,12.0,7,2.1304565966137807,2.2405352486229413,False
886,True,True,True,False,True,12,True,26,80.66238212954931,12.0,1,0.3260902545510165,0.0,True
887,True,True,True,True,True,6,False,30,25.88918028240198,6.0,1,3.5214175233162988,3.3317203779024864,False
888,True,True,True,True,True,6,False,32,131.51536084019958,5.0,2,2.338527728662787,2.3501049704210994,False
889,False,True,True,False,True,1,True,29,219.4367262187751,1.0,5,2.9449057243348213,3.0146947490938185,False
890,True,True,False,False,True,1,False,27,17.911351076405712,1.0,1,1.049342063703354,0.1453722883485475,True
891,False,True,True,True,True,1,False,27,7.65208997925555,1.0,0,1.2671365611396843,1.0063452517163958,True
892,False,True,True,True,False,12,True,31,47.107326617153,11.0,1,1.5679295462054623,1.7290945620002804,False
893,False,True,True,False,True,6,True,31,287.1859956447229,6.0,2,1.481877238770292,1.559308967542619,False
894,True,True,True,True,True,12,True,27,20.447039624125622,12.0,4,0.5935683508662943,0.7435936894772566,False
895,False,True,True,True,True,1,False,27,48.8267527356102,1.0,0,0.5606742979264016,0.3634395193233929,True
896,True,False,False,False,True,1,False,33,153.6732461061313,1.0,3,3.188692173088997,3.11172099896668,False
897,True,True,False,False,True,12,False,31,116.05408247589642,10.0,31,2.3787478129857456,2.3073117793700617,False
898,True,True,False,False,True,1,True,26,84.32011180145994,1.0,10,2.153606213915765,2.2600818302081858,False
899,False,True,False,False,True,1,False,31,282.45068184937486,1.0,1,1.418379506177002,1.4221469668487143,False
900,True,True,True,True,True,12,True,31,142.57992704753548,12.0,1,1.1561005446664865,1.189768376094498,False
901,False,True,False,False,True,1,True,31,140.41634640733795,1.0,3,0.8352741372472006,0.8213558739889518,False
902,False,False,False,False,True,1,False,31,71.47910800529985,1.0,4,4.698029064654081,4.482544624234039,False
903,True,True,True,True,True,6,True,27,216.0170714134423,6.0,4,0.1391528451405006,0.0545917608875756,False
904,True,True,False,False,True,6,True,27,204.40896731152705,6.0,1,2.3157839869742625,2.1580587810164147,True
905,True,True,True,True,True,6,True,32,90.24237917915757,6.0,21,1.3368085783229553,1.384729802793963,False
906,True,True,False,False,True,12,True,26,45.562326174271575,2.0,1,2.4458499396815867,2.522232753138212,False
907,False,True,False,True,True,6,True,30,175.56115857345242,4.0,2,1.1344271878031118,1.1991633803057884,False
908,False,True,True,False,True,1,False,28,144.83877992112414,1.0,3,1.9373541131695349,1.835331592783012,False
909,False,True,True,False,True,6,True,36,31.551994431159912,6.0,7,2.389646379102329,2.6128469880021497,False
910,False,True,False,False,True,1,False,28,110.25890823229976,1.0,5,1.8977491735938967,1.7780298959825749,False
911,False,False,False,False,True,1,False,32,243.77701014924992,1.0,2,0.6431016453818347,0.1165367367207688,True
912,False,True,True,True,True,12,True,26,269.15033642222386,12.0,5,1.3350409326211623,1.4716008416276678,False
913,False,True,False,False,True,6,False,27,172.58541174768413,6.0,4,1.8354028068509685,1.8696691244430288,False
914,False,True,False,False,True,1,False,24,149.85863472718805,1.0,3,2.192315718861262,1.2552073425142358,True
915,True,True,True,True,False,12,True,30,256.68535478657867,11.0,26,1.2026114845370866,1.3840897646798302,False
916,False,True,False,False,True,6,True,29,228.53675325643096,5.0,2,0.1263817615280951,0.2013793689900016,False
917,True,False,False,False,True,1,False,25,168.60971463349932,1.0,1,1.6254224842406948,0.8523729409209241,True
918,False,True,False,False,True,12,True,33,161.53532327054938,9.0,1,3.6086748663086334,3.554158958236955,False
919,False,True,False,False,True,1,False,33,97.80943720551828,1.0,0,1.083470868671227,0.8287219799832821,True
920,True,True,True,True,True,12,True,33,241.43728372389305,11.0,7,2.6151104120005413,2.4698478237213624,False
921,False,True,False,False,True,12,False,32,52.21675282986959,12.0,5,1.3004923469678853,1.3361813408807257,False
922,True,False,True,False,True,1,False,26,21.60377913330356,1.0,0,1.7271298668549149,0.2206595732313498,True
923,False,True,False,False,True,1,False,32,173.78972538583088,1.0,5,2.73785894799587,2.9978347921307025,False
924,False,False,False,False,True,1,True,31,30.864817430912765,1.0,2,2.4739851987038066,2.396000114295589,False
925,True,True,False,True,True,1,True,31,101.323360154516,1.0,10,3.206091602379784,3.1927003095820536,False
926,True,True,True,True,True,12,False,30,293.59003001557545,12.0,1,1.1656649732704905,1.3160543826641709,False
927,True,True,True,True,True,1,False,35,114.34709182103018,1.0,7,3.5683459560726942,3.548644109948132,False
928,False,True,False,False,True,1,False,30,269.84706484184693,1.0,1,2.985722840392723,3.017419254757964,False
929,False,True,True,False,True,12,True,30,69.39137422013381,8.0,1,2.7035036734040743,2.7383069243042724,False
930,True,True,False,False,True,1,True,29,154.7098169226145,1.0,14,1.7615673572350927,1.7060988875021212,False
931,True,True,True,False,True,12,True,27,164.31955679589976,10.0,5,0.8115714421572253,0.8316864432861727,False
932,False,True,False,False,True,1,True,31,171.90843623691978,1.0,7,2.8449511629451765,2.7429891663199903,False
933,True,True,False,True,True,12,True,28,215.8526291503753,12.0,3,0.0,0.0,False
934,False,False,False,False,False,1,False,23,154.5452103820751,1.0,4,2.6737364147761213,2.5897904392892794,False
935,False,True,False,True,False,1,False,30,165.24958649485296,1.0,4,2.2075967518497444,2.244888267279819,False
936,False,True,True,True,True,6,True,30,198.5785144284624,5.0,8,4.088374567546111,4.040603809590706,False
937,True,False,True,False,True,1,False,33,287.8679842998414,1.0,1,1.3511188119918691,1.2404070223064796,False
938,False,True,False,False,True,1,False,31,90.12913290806708,1.0,9,2.900216023746024,2.888705791904333,False
939,True,True,False,False,True,1,False,30,203.4717522786964,1.0,2,1.3763529912642234,1.361139854073408,False
940,True,True,False,False,False,1,True,32,89.98505806299778,1.0,1,2.0641655204519225,2.10123895810467,False
941,True,True,False,False,True,1,False,35,1.600346951440585,1.0,2,1.0454379897916342,0.8903463958147915,True
942,False,True,False,False,True,1,False,26,127.46449929048175,1.0,1,2.248209190783067,2.4986556871061016,True
943,True,True,True,False,True,1,False,28,65.3011863314245,1.0,1,2.6597549634417184,1.5159539187733138,True
944,True,True,False,False,True,12,False,37,299.17953733356467,12.0,2,1.7861693680690545,1.732090335683895,False
945,True,True,True,True,True,12,True,30,246.0790629662445,9.0,11,0.0064356961313476,0.0,False
946,True,True,True,True,True,12,True,34,262.9931157829711,9.0,6,1.5701607531114723,1.4885438587683812,False
947,False,True,True,True,True,6,True,27,259.92553579305815,6.0,4,1.4439051925032134,1.460368990306515,False
948,False,False,False,False,True,1,True,32,70.06782540019435,1.0,2,0.4726228532440955,0.3683595447881656,False
949,False,True,True,True,True,12,False,30,158.4071384442397,11.0,1,1.4692737957619273,1.5414041843988129,False
950,False,True,False,False,True,1,False,21,265.944604572652,1.0,1,2.141544131445925,2.080420375990783,True
951,False,True,True,True,True,12,False,24,204.61294994263653,12.0,2,2.1043314996815106,2.1136347374226627,False
952,True,False,False,False,True,1,False,31,80.9073366403753,1.0,0,2.6282557206515755,2.5930920259648347,False
953,True,False,False,False,True,6,True,30,250.6977994168339,6.0,1,3.197085142498408,3.4191444557138686,False
954,False,True,True,True,True,12,True,34,96.0876091758984,11.0,4,2.37081128336438,2.3025028669131165,False
955,False,True,True,False,True,6,True,35,225.1850042759018,6.0,2,1.2024845980573755,1.164569401778136,False
956,False,True,False,False,True,1,False,26,147.9656408078873,1.0,0,1.4160322383521864,0.5976294921335052,True
957,True,True,True,False,True,1,True,23,81.20212028036187,1.0,1,0.1593155217317152,0.0,True
958,False,True,False,False,True,1,True,26,161.14258537039876,1.0,0,1.9204855836140264,0.9603138262870246,True
959,False,False,False,False,True,1,False,25,125.70563462198736,1.0,1,1.0336248159276311,0.0,True
960,True,True,False,True,True,1,True,27,180.02602210873505,1.0,2,1.5750632100497826,1.4032586997932457,False
961,True,True,True,False,True,1,False,34,21.794636302046104,1.0,8,1.3927587411085005,1.389592138869058,False
962,False,True,True,True,True,6,True,27,37.679740507909386,6.0,11,0.7628655358055139,1.010568848086142,False
963,True,True,False,False,False,1,False,23,257.7217488706427,1.0,2,3.5664313554268112,3.5721594832060486,False
964,False,True,False,True,True,6,False,29,98.6952598267108,5.0,3,2.7224650710789846,2.6870430665025498,False
965,True,True,False,False,True,12,False,36,156.80975640745154,12.0,3,0.5860735563476944,0.6221730505023947,False
966,True,False,True,False,True,1,True,26,38.7980962590864,1.0,0,1.057863321359612,0.815280739324405,True
967,False,True,True,True,True,6,True,28,242.15224265279164,6.0,4,2.7881180116245163,2.703736907256316,False
968,False,True,False,True,True,12,False,30,196.701753334316,12.0,6,3.4040935785218167,3.481670820862024,False
969,True,True,False,False,False,6,True,31,278.59917093721407,6.0,9,2.675603454802048,2.607345932248685,False
970,True,True,True,False,True,1,False,31,11.916705165936277,1.0,0,1.7794570650211308,1.332878085116398,True
971,False,False,True,True,True,1,False,30,84.78552222511374,1.0,1,1.2439155395970958,0.0,True
972,False,True,True,True,True,12,True,24,125.43144201013806,10.0,2,3.067266186450181,3.1616184994184344,False
973,False,True,True,True,True,1,False,31,187.3612457644976,1.0,2,1.7163001814425822,1.7337011187204634,False
974,False,False,False,False,True,1,False,29,81.6317751381772,1.0,1,1.2956839606834067,0.8913150528766658,True
975,False,False,True,False,True,12,True,32,552.5907403868798,12.0,1,0.8878591925584878,0.939303540309592,False
976,False,True,False,False,True,12,True,32,290.04739352712,11.0,12,2.1851129626660657,2.204389465003417,False
977,False,False,False,False,False,1,False,31,279.0033804874264,1.0,9,1.897191253106352,1.885118702648645,False
978,True,True,True,False,True,1,False,32,180.7635899102696,1.0,1,1.6116635562137778,1.7633033974310193,False
979,False,False,False,False,True,1,False,29,154.97800029707574,1.0,0,1.495421395539349,0.7192976863414229,True
980,True,True,True,False,True,12,True,35,147.8265127392659,12.0,1,2.1773326132885047,2.26167405321954,False
981,False,False,False,False,False,1,False,31,136.9172943213195,1.0,2,0.6010591159822113,0.0,True
982,False,True,False,False,False,1,False,30,107.73050682718424,1.0,0,1.1885843149475952,1.481934797967725,True
983,True,True,False,False,True,1,False,26,195.0872189157629,1.0,14,1.6727461107351336,1.5195068511943142,False
984,True,False,False,False,True,1,True,28,161.8120374777373,1.0,6,3.0435520315227915,2.9495967922077115,False
985,True,True,False,False,True,12,False,25,223.25045973551929,12.0,1,0.0,0.0,False
986,True,True,False,False,True,6,True,34,110.95673103075208,6.0,1,0.7300136961459263,0.8289573195366374,False
987,True,True,False,False,True,12,True,30,283.54120445319506,12.0,2,2.0463443006420725,2.236970696331936,False
988,True,True,False,True,True,12,True,30,140.98675852112308,10.0,4,2.3182739146352938,2.349477203259809,False
989,False,True,True,False,True,6,True,29,13.295275364007326,6.0,3,1.2163849186904334,1.178247785222527,False
990,True,True,False,False,True,6,True,31,219.6158757471227,6.0,1,1.7385623353727342,1.8261102997740275,False
991,False,True,True,False,True,1,False,30,93.944968168867,1.0,9,2.7108367747786737,2.639960429519148,False
992,True,True,True,False,True,1,False,28,247.59890768086257,1.0,2,3.3458116241966183,3.362321061372063,False
993,False,False,True,True,True,12,False,30,47.302766561177634,12.0,5,2.1714442367769564,2.1848575910974817,False
994,False,True,False,False,True,12,True,31,221.10035970319973,12.0,3,2.4099161919966794,2.432461735431392,False
995,True,True,True,True,True,6,False,30,10.081277088784615,5.0,6,0.2590650819254869,0.3587787411917959,False
996,True,True,False,False,True,1,True,33,208.07167249654805,1.0,8,1.9744165809482888,1.5187662566696254,True
997,True,True,False,False,True,1,True,24,98.72957048763855,1.0,1,2.4797322478146144,2.9768044044857342,True
998,True,True,True,True,True,12,True,33,29.40562926412387,12.0,1,1.3821282076638737,1.4832429990502107,False
999,False,True,True,True,True,12,True,28,457.406478555648,9.0,1,1.7180641106434795,1.6558715117824805,False
